alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.452813412009854366e+00 9.473711235957675558e-02 1.709531945768150596e+00 2.670921891015509697e+00 2.900593497429990730e+00 1.679875827736431848e+00 2.155486588662078429e+00 1.295274852534688659e+00 5.978911196640238623e-01 4.106554736509021031e-01 2.366945303002230716e+00 8.965487787871374570e-01 1.928332181075292917e-01
1.279044119778286692e+00 1.173314551556564334e-01 1.285957871887194459e+00 2.549595579873118467e+00 1.927806983893040504e+00 3.613584692438154278e-01 2.831103865150265797e+00 7.633281416677714093e-01 1.991039001129902564e-01 9.102320333067925873e-02 9.122002865463468835e-01 2.634795452187926212e+00 2.409364945239961475e+00
1.430579984005621252e+00 1.651249928503152054e-01 2.841741717109911747e+00 1.390548950054604438e+00 3.369798487489847005e+00 2.753892676403763562e-01 1.152824811636742774e+00 3.214306212596572399e-02 2.468772671271564079e-01 3.322324535338073925e+00 1.421491632462994259e+00 3.328106455438038402e+00 7.666283858150038100e-01
1.283348565618134041e+00 1.182908744938360457e-01 1.770637300747469611e+00 2.184331277135531213e+00 7.247637794043341186e-01 1.874947355186230291e-01 9.766099538057140261e-01 1.796110472276545078e+00 9.832553695519112846e-01 2.064188943251743513e+00 4.788872125373196953e-01 3.895375684794868398e-01 1.534346997211815111e+00
1.407003343973202591e+00 1.170127281175248474e-01 1.477999958817468373e+00 2.284908344522543100e+00 3.288117242004265250e+00 2.253736213576152725e+00 2.883523572277878699e+00 7.409291474074823913e-01 1.620856732627479646e+00 1.575479098701369818e+00 1.445330492240416875e+00 1.403239511160978559e-01 4.790980913388133700e-01
1.324411930897826384e+00 3.795963072994762433e-02 3.502766455902969756e-01 3.033401600234547080e-01 1.411072244066478687e+00 2.333529254618910365e+00 1.549516018536785111e+00 2.248060439586196946e+00 3.364269995038917660e+00 2.756003253399037956e+00 2.727812817772814036e+00 1.952038982091181207e+00 2.403644029033005225e+00
1.195285224362240051e+00 1.038533876534578765e-01 2.219052954198601046e+00 6.268179746786236572e-01 2.316112466579122398e+00 2.458498016859371749e-01 1.194753443831299888e+00 1.436967907676803158e+00 2.696925209989947003e+00 6.873642879398554895e-01 2.474524727973551386e+00 6.777448461577572081e-01 1.786517108591949635e-02
1.371156458790659061e+00 1.084384382673755087e-01 3.172448859222344097e+00 7.550667816736246207e-01 8.434073735772128211e-02 1.777560947505325561e+00 2.411137978287002159e+00 3.228811426139506668e+00 1.597983443803253190e+00 2.542239450771107023e+00 3.106612841411874992e+00 3.176727138395443184e+00 4.473103923591045111e-02
1.404871459812353063e+00 1.567241244924045263e-01 3.152517945574466740e+00 3.067830846899708419e+00 7.242012605008069093e-01 5.920782194266861476e-01 1.075665941997495434e+00 1.043756973273799016e+00 2.914987819197335295e+00 2.019997912733993317e+00 2.986928154087538090e+00 5.488482348582895964e-01 1.475728220609526353e+00
1.351324622726060243e+00 2.004275769823279651e-01 2.951063733090371954e+00 1.100222086775306113e-01 2.842899856641664780e+00 3.239068679824990582e+00 8.059710491072140659e-01 3.255418260796385077e+00 2.382460042745195405e+00 9.830111656594267000e-01 1.466824690382235064e+00 2.613722764026142009e+00 2.618009406195507704e+00
1.368862133865538677e+00 1.550623407454194969e-01 2.442952855014240310e+00 6.155533508407500243e-01 2.622811993016732401e+00 1.758077482650673318e+00 8.925750721661473985e-01 2.299704753203634378e-01 1.765862982145961269e+00 1.535450565026760472e+00 3.043685720795825222e+00 2.905984845142151940e+00 2.827358625527718328e+00
1.266330370187053411e+00 6.315038688773179365e-02 3.313132909485055233e+00 5.198250889175859424e-01 3.339728670469743199e-01 1.308409327418005086e+00 1.799433675702962310e+00 2.369252464575104966e+00 1.884185358490589046e-01 9.914929762746981234e-01 2.210049337834515959e-01 2.787917692007291226e+00 3.075058342493376951e-01
1.423076648457565430e+00 1.566497640229883026e-01 3.930332668687818165e-01 2.773265820890288946e+00 3.294292658127276230e+00 1.877729221073569432e+00 4.148281595169848179e-01 1.387942319980456141e+00 9.433819947946529005e-01 1.760170495433595494e+00 2.342259114575263368e+00 1.560890795604257697e+00 2.709154914520019997e+00
1.324252752219746476e+00 1.542569149610465984e-01 1.718821353745153546e+00 2.091632117158609638e+00 3.208784593051919654e+00 3.342949042747010324e+00 9.105038271236505221e-01 1.084346727460719695e+00 3.335031959829053427e+00 6.118624630764575301e-01 2.068205869415359999e+00 1.322113127561056256e+00 6.870112653364076616e-01
1.353858668621997996e+00 1.110414965059401959e-01 2.745890208684635070e+00 1.248865783495880066e+00 3.022069047265478314e+00 1.784968318772029328e+00 7.983163411324812886e-01 3.381064823939901043e+00 8.440147734038353500e-01 1.470555959847183569e+00 2.963774105837480910e+00 8.748103740962312469e-02 2.876648923236264643e+00
1.275399597909543825e+00 1.356651524995594882e-01 4.762978984550650940e-01 1.366331268189440173e+00 6.851935344549843210e-01 1.122342241641557603e+00 2.612399952134831782e+00 2.370471383885531580e+00 1.130562753596933145e+00 1.623847168834910981e+00 1.547149819582708252e+00 2.989631922873732695e+00 3.151589953795141952e+00
1.366347541138919430e+00 1.010179183326691266e-01 8.647523578320982507e-01 3.173085989297798726e+00 2.065898097810378253e+00 1.410951482261423973e+00 2.567028051009033529e+00 6.913519675448646096e-01 2.927186531827386862e+00 5.077497419923769906e-01 1.722324813652248987e-01 2.165369009877339046e+00 2.135531763328570865e+00
1.457770809756739450e+00 1.380806513891886245e-01 1.291460516678816672e+00 2.221898069375096707e+00 2.557151773209926482e+00 3.230979184364144441e+00 2.466179374061698848e+00 1.378656238992043592e+00 2.514084849329803362e+00 1.561689881894791299e+00 1.745725900656532437e+00 6.152891630600700740e-02 1.122146293561766123e-01
1.511989478135510767e+00 7.354574190407721368e-02 3.119655833422422919e+00 3.864736313047659744e-01 2.360279441509716580e+00 2.632032627309115025e+00 2.214176072963160546e+00 2.313112970313161210e+00 5.131721888405389453e-01 1.535607372601552445e+00 3.068418261880172970e+00 2.688505227862080460e+00 9.543454062798557569e-01
1.305345818865740304e+00 1.110757247533267489e-01 3.152064110274964914e+00 2.329451470740099950e+00 1.815644242421235344e+00 1.798540596433362282e+00 3.271905651251121316e+00 1.595763649452325073e+00 1.227349539589882799e+00 1.971641874538699657e+00 1.093096213377784620e+00 1.880417174688427950e+00 1.732342768775099462e-01
1.457992821726183719e+00 1.434249661327632597e-01 1.859886661423232335e+00 6.314297331424143511e-01 3.103185629776733734e+00 1.945420873427870623e+00 1.097562499297243921e+00 3.399153122903390223e+00 2.899451102596948715e+00 1.575142271904715008e+00 2.369672594403187560e+00 3.295224139926242302e+00 4.531549507421731571e-01
1.296891635097246143e+00 1.475412686906751314e-01 4.559653468184153846e-01 1.356015251171404756e+00 1.614714186835022769e+00 3.265310382277866741e-01 2.615939416605181922e+00 2.929952978913827000e+00 2.899969078672739009e+00 3.165034734408130213e+00 1.635227354398737010e+00 1.928871451570524309e+00 8.801908469289906334e-01
1.275442874511660607e+00 7.697951219770789166e-02 6.050806153767299689e-01 1.318819038877870442e+00 1.855890208616055304e-01 8.503684678468607094e-01 1.783655458896909574e+00 1.929391818127544234e+00 1.267223633128789162e+00 2.466100987962216884e+00 2.786684838862172775e+00 1.653962332499972598e+00 1.766034081320161819e+00
1.609146072946421979e+00 8.452817968161932538e-02 1.281682117638354823e+00 4.684247227096408062e-01 2.860951893216280517e+00 2.841013395496983840e+00 4.351268292729955078e-01 4.061862484186899991e-01 3.165361338800231294e+00 2.575021904441049170e+00 2.915173989956107103e+00 2.982240669087141249e+00 2.639791834184634478e+00
1.397236568245046495e+00 7.331389322134811148e-02 7.577231632602411671e-02 3.063073738873755225e+00 1.791677696841698531e+00 2.561788000210211358e+00 2.385161565491254354e+00 2.363438534229898025e+00 1.391415665254776002e+00 1.499242912612133161e+00 3.238026736639374015e+00 7.361192925783610619e-01 1.045427410705985327e+00
1.371529303460516935e+00 9.254032050036734014e-02 2.633384478470481405e+00 1.591197640658614354e+00 7.587150012563234069e-01 2.913054711765863392e+00 1.098280546368899380e+00 3.249213672559783550e+00 9.955420302805669808e-01 1.567235899028364576e+00 8.233767423837898836e-01 1.412412993338260980e+00 2.195459991695964952e+00
1.469017981123203365e+00 2.294918833618466575e-02 1.944050142547086857e+00 8.913161424744062700e-01 3.227417749352134990e+00 2.946852807577410083e+00 6.884700611291562078e-01 1.095947601876673172e+00 1.486558554946532107e+00 1.831409607573190046e-01 2.639582967595739404e+00 1.778922442272342419e+00 4.297440325064219024e-01
1.334057440861048605e+00 1.162640641705583594e-01 2.219870398544021128e+00 2.327400049396407322e+00 6.640026489445429725e-01 7.884400490959874164e-01 2.504175942909712571e+00 3.029030512858933655e+00 1.196028834479039293e+00 2.046663207186660838e+00 1.485078072705523278e+00 2.595278946121599706e+00 2.712272941313471630e+00
1.436691515511802519e+00 1.427123866672908303e-01 6.614195282205167503e-01 2.432794921822425960e-01 2.968524387037491330e+00 9.349199236393670454e-01 2.869976345233133497e+00 1.090546050513168108e+00 5.566037762008161360e-01 1.992425046501597130e+00 2.723598567084262623e+00 1.346003323030008081e-01 3.028308752358122913e+00
1.382791432694121303e+00 1.741845871697099146e-01 2.927416576178646146e+00 9.524809693829900947e-01 1.754558856486499341e+00 5.500744697877026912e-01 5.432967063920282058e-01 3.277936716890045510e+00 2.785766895503731799e+00 3.248621581654162593e+00 2.825694612811623152e+00 2.395214967056060740e+00 6.258806427851359988e-01
1.605859503994083282e+00 4.875226442968125934e-02 3.020041361734566276e+00 2.330450576700297205e+00 1.092469208281323212e+00 8.801326837085945431e-01 2.503154136322146339e+00 1.884442908812897111e+00 2.918840942715435371e+00 2.887132067132001545e+00 1.943551752290861412e+00 8.747604611956126819e-01 6.942451692912923189e-01
1.469382110005676312e+00 1.197150370749674592e-01 1.052571573222786494e+00 2.845059568915828674e-01 2.714692251213467467e-01 2.343936797569854957e-01 7.052811083030171568e-01 3.071473879375829497e-01 2.549037468841963250e+00 3.048207254987020054e+00 1.798583293901736990e+00 1.172398541603343780e+00 1.947927009475125759e+00
1.242856417026478866e+00 1.714564815242215212e-01 2.402337516100506942e+00 2.940375872040458805e-01 9.287665241374835068e-01 2.923941317598940159e+00 1.237962795290619811e+00 3.372326813117960231e+00 2.331406148984115134e+00 3.102343497187117105e+00 2.452898541067436877e+00 1.889516243149609587e-01 1.837966857632113538e+00
1.343720982786388962e+00 7.927233651808969495e-02 5.323659514609290211e-01 9.031476740683826998e-01 2.178683654999311159e+00 1.392384238502626603e+00 1.185906186789231542e+00 2.089882344446703843e+00 1.278998391177974092e+00 2.679855050678251693e+00 3.102091285147294819e+00 1.382318919140311353e+00 3.351632986439255113e+00
1.186722742829793509e+00 1.717372062557804557e-01 2.323317879756638948e+00 3.222412245114944618e+00 2.516333605778477978e+00 4.027024508352303189e-01 1.905737125033227342e+00 1.949813665994698297e+00 1.031370121032384901e+00 1.423109797640033369e-01 1.223146677125211523e+00 4.199139534371278404e-01 2.233206953901186065e+00
1.332532646166958656e+00 1.268922701701563627e-01 1.461696801683343594e+00 1.737469914307769647e+00 2.436234051014588342e+00 1.551336866453440155e+00 1.352094925969700379e+00 2.954192682358413702e+00 2.929014228360904415e-01 5.409492715083119574e-01 1.311056285233535679e+00 5.266891023994646655e-03 1.554585553254838715e+00
1.195837834920647991e+00 1.522705796968395198e-01 2.044257835625449715e+00 3.378143205955225437e+00 1.578798858260073823e+00 2.973939435506030460e+00 2.955252717370620452e+00 4.433993151067618793e-02 2.291086999721529516e+00 2.099156823191208776e+00 2.498433496424607714e-01 6.013892797409410296e-01 2.216767967712277798e+00
1.127358426863630747e+00 1.057334078787435655e-01 7.749372405156762511e-01 1.940572232867519675e+00 2.918542618109642550e+00 3.305713395534921606e+00 4.642108360644596476e-02 1.713683778217440556e+00 2.613552001869172692e-01 2.889259121919235174e+00 2.345626299202820508e+00 2.142161030545385092e+00 1.620691115347651534e+00
1.613112048268966481e+00 1.046242097015573358e-01 3.000453212993707375e+00 5.609208567566303927e-01 2.832242872668165656e+00 9.219201507085643676e-01 1.508683207152493377e+00 2.795989546163757833e+00 2.738364070279021512e+00 5.287947466455571455e-01 1.214550515427257477e-01 1.605042745448366448e+00 1.396285482451428805e+00
1.181025987598240512e+00 1.603112356476189548e-01 6.452853989050841843e-01 2.958756374071421114e+00 1.007105373016379223e-02 9.653188358670512503e-01 1.093688041920354737e+00 1.995144360345210588e+00 6.679135559777715780e-01 8.913505994865439375e-01 2.203644067338604629e+00 2.808640371887581200e+00 4.722013006341129748e-01
1.508876074145454327e+00 6.979860146913539898e-02 2.980867975694047267e+00 2.199451234270231481e+00 1.608412531142018043e-01 4.178436438991539048e-01 2.593190409552353692e+00 1.551052076307511296e+00 1.576512050605817006e+00 9.744695386516649682e-01 1.404195236384068624e+00 1.716951074466571026e+00 2.027461476993226874e+00
1.296565742571192725e+00 9.733475124083891539e-02 1.299839487522459258e+00 2.012975818744954015e+00 2.026986607494175807e+00 3.037401011353875635e+00 1.750491965269335370e+00 1.364826614295720830e+00 3.095569064776021673e+00 2.523467160913007934e+00 1.105624451521083129e+00 1.936500349383332376e+00 3.129700797501978826e+00
1.511989478135510767e+00 7.354574190407721368e-02 3.119655833422422919e+00 3.864736313047659744e-01 2.360279441509716580e+00 2.632032627309115025e+00 2.214176072963160546e+00 2.313112970313161210e+00 5.131721888405389453e-01 1.535607372601552445e+00 3.068418261880172970e+00 2.688505227862080460e+00 9.543454062798557569e-01
1.328707263660754645e+00 1.057337688351512456e-01 2.363258480362566694e+00 3.229631181631599457e+00 1.001939814744403190e+00 1.101826289506682377e+00 1.533742531284436383e+00 2.387161299182789076e+00 1.586892628740346645e+00 2.021438386726011949e+00 2.284846383894267863e+00 3.013194884839164978e+00 8.760526452221983201e-03
1.597841241036966453e+00 1.219344516109781146e-01 2.888860768540356894e+00 8.098726853123908720e-01 3.238995271077977467e+00 2.691169877046336811e+00 2.021016737743575042e+00 2.974070553991475574e+00 2.613071470606414870e+00 2.931876957073987988e+00 1.537871804953735655e+00 2.108390267049112587e+00 2.737840035967120222e+00
1.305369987408254495e+00 1.159084412884641702e-01 5.844482104133297273e-01 2.260331864614119279e+00 3.097066190729820256e+00 2.587876793158268907e+00 2.069024010027285421e+00 3.874432086166981204e-01 2.395119863041949682e+00 2.626680324783021714e+00 3.321089231385445206e+00 2.837596435542927065e+00 1.731110517121189352e+00
1.236899164788426653e+00 1.180111963747376425e-01 1.174604675902147344e+00 9.094584225731626725e-01 1.454479634523944132e+00 2.815118237599528062e+00 1.250984485909246047e+00 2.061780750893769554e+00 1.753155002519944494e+00 2.312680519418495617e+00 3.098471777812872308e+00 1.116063983112468128e+00 2.230150519845726542e+00
1.358121482845932704e+00 1.500201066276074524e-01 6.280722010145078915e-02 8.655841430050432717e-01 1.257797058092738895e+00 9.885822695003947391e-01 1.252028590212831416e+00 3.332943655436197528e+00 6.173590502328258900e-01 5.240679348703551899e-01 2.659638748585280599e+00 2.984806265383474599e+00 9.428506317176307272e-01
1.435840466641668201e+00 9.894766136806953938e-02 2.647559281878630433e+00 7.516776077205652440e-01 9.036597241232981192e-02 3.165977866433493215e+00 2.591424141993784680e+00 2.091575396466347936e+00 1.859297701498415778e+00 1.906784096287573504e+00 4.368993093192615751e-01 1.343911416182779650e+00 2.471233420155030114e+00
1.189088759236330395e+00 1.175381478913276184e-01 6.293554543313268912e-01 3.314537125136635787e+00 3.167432047846444387e+00 3.855653336589304203e-01 2.215895118521350238e+00 9.172342797856147811e-01 2.976243112041080607e+00 5.620852233156790195e-02 2.939981655775445457e+00 1.762450270609472236e+00 2.393804105578953401e+00
1.466762883457487288e+00 8.824315295734562470e-02 5.885285415893340977e-01 1.055716907409658178e+00 3.008281158409046530e+00 2.038261536962057807e+00 1.139965655555732038e+00 2.666057740538866572e+00 2.790516830426839956e+00 3.147838338800705404e+00 2.486395384579442425e+00 1.377697543166929162e+00 2.761600561707904689e+00
1.458026871253249146e+00 5.877723899897125542e-02 2.042612706041844639e+00 2.715698052981557087e+00 2.297176579226573256e+00 9.591040928157923418e-01 1.072556469685704839e+00 1.051678880873655464e+00 3.440099975945623556e-01 1.042812728058769567e+00 6.964869555299938453e-01 2.153796886613069006e+00 2.637792375122656185e-01
1.451015077969503686e+00 1.160514114464986091e-01 2.019608735752645323e+00 5.106507731736849021e-01 1.210578246986944606e+00 2.719320165196539296e-01 2.388274568726365121e+00 2.539989290773096098e+00 2.215915360207397100e+00 3.081761265549145090e+00 2.939462008142222249e+00 2.276814832043805303e-02 1.500600379183322897e+00
1.607910635578472469e+00 7.105823407220214494e-02 2.365144185779083585e+00 2.898495469555986581e+00 2.568229912445962437e+00 5.831099288045183959e-01 2.388798131714515272e+00 3.238561078440135965e+00 3.130533125956757257e+00 3.433029214671862867e-02 9.905005924999156219e-01 7.065912639138345608e-02 7.340604193002708833e-02
1.559410448156359319e+00 9.240701200265621917e-02 4.275384106986228061e-01 2.935948370905899996e+00 9.237181975143664292e-02 1.173288001131508745e-01 8.244639643301466814e-01 1.950982277128680886e+00 3.273729245479384264e+00 2.451711734612679106e+00 2.024031512558835733e+00 5.600425485462722230e-01 2.929855158671652027e-01
1.412939848968804757e+00 1.920978111073121664e-01 7.896074673870624450e-01 6.121411363753569423e-01 8.671445729103877120e-01 4.349288538199640453e-01 1.652042763194768726e+00 4.229320526856537033e-01 1.823858612537612389e+00 1.169245874947079988e+00 2.980841404480870871e+00 7.478789408499741942e-01 3.451669060814536172e-01
1.357216851752601983e+00 1.298526983925351042e-01 1.611255055231653577e+00 2.646210184284650269e-01 9.595048056470121267e-01 2.112934669913786756e+00 2.158441175090165809e-01 2.090759585256320718e-01 3.086263617895915079e+00 1.301859017287336551e+00 3.297167497091622046e+00 1.489442945490082604e+00 5.777203418537057988e-01
1.263020107637640610e+00 1.198078993325511488e-01 6.765187111318442525e-01 1.839514452468667738e+00 3.101740210564816635e+00 1.491929646241533680e+00 2.572836115177299821e+00 2.011736002621647312e+00 3.368878732636482631e+00 2.002640901103671656e+00 3.084404267576670300e+00 1.649863884332338992e+00 1.953238284584351836e-01
1.393824080332991322e+00 1.155071364659072813e-01 2.696184760173454986e+00 8.412547811496148276e-01 2.708533875836717453e+00 1.069161484962076747e+00 1.787605036882218501e+00 8.252356698195786322e-01 1.768131168413729304e+00 6.542074552410372945e-01 6.011339284724753762e-01 1.152846216270704965e-01 1.403439695045244573e+00
1.175730578311239727e+00 1.656214468861609002e-01 1.940021210878207558e+00 1.441170119241752534e-02 2.367697010564852711e+00 4.858448091616831416e-02 2.426893104151185698e-01 2.564427593933636285e+00 1.154225879129826271e-01 1.872511472447858205e+00 2.111165790978801304e+00 1.015468925821007451e+00 5.293325788947755850e-01
1.435733740513155832e+00 1.721922214313953425e-02 1.850017378171192384e+00 2.039283262671050867e+00 2.089483316975178973e+00 1.283117784032121733e+00 3.046023310171540377e+00 9.108623017717975001e-01 2.600496274578085673e-02 7.164174910116968276e-01 2.738275768539565114e+00 6.975527773095012707e-01 3.199404616385415068e+00
1.616672581581410917e+00 7.521748816836781870e-02 2.341670368627214671e+00 1.514055829488235139e+00 3.888693043095932111e-01 3.023116132023672797e+00 2.100461110265205100e+00 1.507366303852544498e-01 3.324725142492854335e+00 2.216591184375255708e+00 1.442778317610552419e+00 1.914689893093990403e-02 2.616728953493535847e+00
1.423382267787325128e+00 1.274683442231094588e-01 1.064700493281336646e+00 4.084232856656576371e-02 2.585865996975861947e+00 2.513651284606552849e-01 1.422310339385803424e+00 1.715748630643187944e+00 1.268594046842447476e+00 2.932996845936425512e+00 1.787407992709381388e-01 1.221877888599800288e+00 4.690631601430444442e-01
1.288683528544327883e+00 1.297284335245521003e-01 3.210298621594495083e-01 2.025318180015296121e-01 1.704544831722686338e+00 7.430794706994156562e-02 2.800503472980927278e+00 1.296700522816597312e+00 2.912289484597227585e+00 2.092190821747235141e+00 3.187985459636304419e+00 1.933993154592069663e+00 2.701522306555433683e+00
1.386218638005663362e+00 8.509744108113204142e-02 3.127131337959052182e+00 2.977977431730999491e+00 2.718351314149610953e+00 1.637017497381384912e+00 2.978030604347542187e+00 1.879741772248008980e+00 5.278196099471208491e-01 2.329085405132067077e+00 1.700933939202591949e+00 2.738645981806805629e+00 2.178470428247089932e-02
1.367252102606569819e+00 1.652983599032978312e-01 1.476300556530580232e+00 8.774858944105409231e-01 3.208111085481987867e+00 1.545858559934787824e+00 1.368883197836888277e+00 2.693521144728989292e+00 1.626591709284245235e+00 1.551463541048621719e+00 3.372581587780879797e+00 4.198067712706139987e-01 1.628867088532567786e+00
1.415565184417042932e+00 1.090075113735417822e-01 3.063663942297593312e+00 2.487446308280556018e+00 6.630623117123288779e-01 2.485272462418845141e+00 2.625819322511340273e-02 1.825592430057836613e-01 1.854080778893713477e+00 1.679289469730357864e-01 7.337499239152820429e-01 2.780780112437399421e+00 2.225933665016875729e+00
1.428192980882302177e+00 1.003402828420302401e-01 1.952346040050677356e+00 6.358255760482902641e-01 9.565990999049354127e-01 5.689292300170472050e-01 1.170748558820396412e-01 3.105602390841785798e+00 1.923122658517469219e+00 7.537408434209430519e-01 3.061427949114943203e+00 1.922195938181963104e+00 2.760298926193949232e+00
1.424589428601762631e+00 2.448900390518380099e-01 2.028776926972643668e+00 1.110620785367695262e+00 2.086554522156622404e+00 2.941902849148290144e-01 2.282200111307212342e+00 3.229080264404391887e+00 1.791188617070874622e+00 3.094981829089462622e+00 1.276654848959765109e+00 2.283538920571681174e+00 1.979731881485043532e+00
1.402600679185176169e+00 1.101456869832869029e-01 4.187616166149106811e-01 7.767867828593194579e-02 2.768720074763419081e+00 2.472237170453925437e+00 1.977557356975393033e+00 2.781852229321271075e+00 2.072029643810124975e-03 3.290514598305529059e+00 8.568141219123857066e-01 3.054618665535226985e+00 2.090371085653989880e+00
1.258921582751149515e+00 1.420776989170696170e-01 5.196251719187546803e-01 1.477126849260534058e+00 2.044944767924169682e+00 1.944961121720846231e+00 8.350053193809013896e-01 1.289158229570086966e+00 3.267604457274398744e+00 2.679084202917834112e+00 1.769729816580772219e+00 1.780794837598823621e+00 2.068798168142984117e+00
1.387914837749849140e+00 1.803541993565383472e-01 1.125510744086385850e+00 2.482305270792076524e+00 2.320692833554899082e+00 6.614958071348517876e-01 3.220898235930900744e-01 2.631893101200161400e+00 3.178238011557001919e+00 2.789479203499180660e+00 2.556543172789644269e-01 3.332829025162226788e+00 9.838523188762593463e-01
1.472449659441495307e+00 9.445356329528850625e-02 2.682819667693982613e+00 1.756448940006386072e+00 2.086612341751567623e+00 2.028917696098770040e+00 4.309171048464916498e-01 2.363561457444649072e+00 2.191421981573016264e+00 2.189765112590369434e+00 9.357960538974985365e-01 5.772161197920058218e-01 2.002780827040975709e+00
1.463130480921562393e+00 1.003703801034731002e-01 3.185264736546043807e+00 3.076715823593647148e+00 1.546711167987791846e+00 2.338424530641646903e+00 3.162191560638344168e+00 1.477542127018687701e+00 1.046866830709439089e+00 1.763795436422394003e+00 3.173092340197211314e+00 9.121214427071004938e-01 1.391893865778930373e+00
1.465465212075286239e+00 1.246169660766194426e-01 1.967570766156472750e+00 1.298788275670153869e+00 1.456385014653311272e+00 1.873509794903327030e+00 2.842927501681117075e+00 5.438932374606250120e-01 5.270615892543915049e-01 1.928916989040961205e+00 2.582019023001077329e+00 2.627740448278495511e-01 9.953923460617829511e-01
1.453106565024196994e+00 1.523904956824777834e-01 2.770205130989871201e+00 2.545242980201705585e+00 2.308935421977716729e+00 1.655143022487832738e+00 3.340655351561140574e+00 1.357370466049746760e+00 2.319986753158236881e-01 2.184034054471964748e+00 2.180406254520701026e+00 4.551951990387736457e-01 6.856716755395466656e-01
1.601498396577299310e+00 1.339945146274374166e-01 2.034545150577542927e+00 1.891024093558781649e+00 1.274425481159673253e-02 3.258660264694190900e+00 1.819886580417674704e+00 1.434542386316538076e+00 2.286330182273178302e+00 1.838037113126879951e-01 4.855459920125790307e-01 3.015656370665901864e+00 7.603285817472800190e-01
1.404220666721422095e+00 9.824608675632844068e-02 1.660142405885785211e+00 2.314631222541273292e+00 7.066502718988565412e-01 6.862424419842211298e-01 1.630525764413173206e+00 1.942917313757335229e+00 2.068519515315293766e+00 8.925088943366056293e-01 7.072473299616638398e-01 2.841388945077443218e+00 2.249731469514668181e+00
1.167177326082330158e+00 1.349233583106698164e-01 1.870789187361628692e+00 3.299694556045660310e+00 5.870860900393571891e-01 1.009626811109802125e+00 5.956084136099170090e-01 3.215494257124351107e-01 1.928615923086948403e+00 5.241003318707906367e-01 3.639459271949672670e-01 7.211481138389985723e-01 6.822276672573156509e-01
1.395341494384898740e+00 1.487829529898867797e-01 2.128140125905717273e-01 1.512441714466564724e+00 1.654219699032010438e-01 7.819423290377713887e-01 1.742009556767084577e+00 1.384464319199741444e+00 2.022091023606341409e+00 6.943899858646318535e-01 8.254377508404676655e-01 2.305283213371770668e+00 6.316170407636678696e-01
1.390883647638007536e+00 1.261322553306292726e-01 2.034784592865648278e+00 1.376557223294205268e-01 2.568861418859256229e+00 2.597471161724584476e+00 8.329215429187419861e-01 2.617475497962496789e+00 2.046925341486613981e+00 2.743354921143378533e+00 1.628465139226893177e+00 3.100113134858973218e+00 2.041628297854367613e+00
1.339253148666177617e+00 1.884470738909130028e-01 3.379535355192538670e+00 2.316786588821225124e+00 2.509108191157822354e+00 2.910351556395020634e+00 3.052328912375395498e-01 6.362710833648018705e-01 6.941547122615594478e-01 6.520114307210636007e-01 2.715631402897330737e+00 8.968863772380207822e-01 2.629438615942963908e-01
1.303289039071047872e+00 1.618896362459324723e-01 9.500132955004343682e-02 1.499799854406672628e+00 2.592564736109217449e+00 2.965367656412224662e+00 3.613189459775157930e-01 1.776143891708334754e+00 9.762412533107013290e-01 2.262589501775488010e+00 1.551249108885320416e+00 1.047034723978304549e-01 8.927624571713473900e-01
1.442482563098243631e+00 7.596218102719122511e-02 2.228488635537267115e-01 1.583489352149547003e+00 6.138024770600816055e-02 3.370782968511420119e+00 2.906137612048862895e+00 9.069798295307447411e-01 2.469549376673565000e+00 7.461781611809844561e-01 1.002935684614559397e+00 1.868088806037074168e+00 5.852200415194933614e-01
1.388448613628286310e+00 2.006578949850969795e-01 3.265145648121063449e+00 7.512663495267888347e-01 1.697389586728789590e+00 1.015016548645070404e+00 2.272230130323277031e+00 1.479935682807041575e+00 2.263641829008991024e+00 2.511684593524427633e+00 2.313470033680325333e+00 1.134313077440598505e+00 5.948438385141868734e-02
1.426960933838439693e+00 1.158358588130071337e-01 2.870593577249921591e+00 3.114400715360671867e+00 1.180915963267853419e-01 1.645026385448162598e+00 1.395728662760421512e+00 1.241394836284450243e+00 3.262079555397947139e+00 2.564700147850504042e+00 8.002267660591556864e-02 1.842293511931823558e+00 3.227156432104407724e+00
1.431620739702374356e+00 1.445517375038489483e-01 2.238023640881193987e+00 2.979988402848448459e+00 2.601972867176493232e+00 2.403290563056995399e+00 4.632632841385418421e-01 1.451364972907966733e+00 2.919756365326900305e+00 2.144212255999331074e+00 2.525194263779890314e+00 1.413302206841627440e+00 2.156413313876280657e+00
1.365757690954684023e+00 1.135010813582151556e-01 3.110929260362158000e-01 2.846441287895975947e+00 9.302693601069184082e-01 2.890072874869396458e+00 2.854111120745431718e-01 2.835795320737216407e+00 2.131005726511650877e+00 2.605112504477036683e+00 2.193176141356349529e+00 2.961841561053692118e+00 1.541756863156443780e+00
1.387826950329916320e+00 1.251215156932265204e-01 2.964197532131314539e+00 1.729030537534257173e+00 2.288137072019877719e-02 2.072290298118944829e+00 1.049851225434722313e+00 4.785213472714436311e-01 2.109559315843104188e-01 2.482129134319113473e-01 1.295188734458565971e+00 4.004130397006062658e-01 2.056170724121152205e+00
