alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.197752963451866881e+00 1.091551646002163894e-01 2.386223736412262042e+00 1.726582480252873697e-01 1.630807784916554759e+00 1.985083457725246747e+00 1.922790892098018789e+00 2.478708915901399468e-01 1.008894279351882028e+00 3.036901366482283482e+00 1.938402387160478080e+00 1.146927737264332725e+00 3.346847602773663777e+00
1.420836259131536217e+00 1.211713750929189065e-01 2.301724765107859394e+00 1.194513737289071287e+00 8.544315684421618373e-01 2.531543787656235001e+00 2.266075616901796597e+00 2.129286485263543582e+00 2.345221414207850685e+00 1.724526360663906077e+00 9.523210720917822947e-01 3.184273490411192231e+00 1.119631487780025303e+00
1.448879613051936355e+00 1.103845814613299420e-01 8.698477209132937649e-02 2.546196364217835129e+00 1.854807702375023348e+00 3.972404675972104893e-01 1.734947793264547622e+00 1.621457186004979345e+00 2.450185665360242293e+00 2.848656210600296834e+00 1.507407091487545037e+00 8.634390317990926489e-01 6.262202826990233007e-01
1.280793789069570643e+00 1.259420965593089081e-01 1.781275327025139577e+00 9.868950402784486542e-01 2.036951248414982540e+00 3.247793426935616790e+00 6.316047547133413209e-02 1.380903898805310615e+00 9.033295309917164229e-01 4.200322811324754269e-01 5.568466522763309001e-01 4.431224912375529290e-01 1.155405403211529208e-01
1.551539268131753024e+00 1.295253217514821253e-01 3.153045300729454326e+00 4.018197722546429929e-01 3.133909838725039254e+00 2.818541192907497162e-01 1.595449828593682229e+00 1.045614907926844195e+00 2.216143024014370688e+00 1.825457515740100511e+00 2.304632258133257672e+00 2.047350412860582836e+00 3.007813991214479898e+00
1.195561496789926625e+00 1.394551935008300492e-01 2.090030305211802109e+00 2.003450401446863260e+00 6.403582828582576360e-03 1.363080272345414512e+00 7.808586098199964409e-01 3.399162913657814311e+00 2.919624274963656063e+00 2.989355118406476497e-01 5.000899621068174428e-01 1.334157615846389699e+00 2.534157641566340047e+00
1.315642928234271869e+00 1.130971932063876001e-01 1.912606264849590065e+00 1.842527499319263073e+00 2.178947623840528092e+00 1.869958500599807172e+00 4.753551448775846233e-01 3.102441533111738536e+00 3.216179476788130209e+00 1.938125919190421209e+00 2.249030257562946833e+00 6.041342069768999012e-01 8.414942303703323301e-01
1.095911049713936158e+00 1.985574874402832035e-01 2.523032489649573940e+00 2.360505804560287135e+00 9.168703136229042761e-01 1.000606438629972200e-01 6.514278994716703464e-01 1.545287132207487479e+00 3.436987794922588546e-01 3.260960952266754198e+00 1.627292421487824825e+00 1.058779473121418402e+00 9.375822246449391217e-01
1.419367821256741991e+00 1.079232399839007706e-01 2.835326159070785668e+00 2.769035894544494614e+00 2.039146436274032137e+00 1.544635611712329215e+00 2.124556877963963863e+00 1.459528104188341446e+00 4.221081418974125810e-01 6.664056594610858753e-01 1.336855902200397850e+00 2.537633700728925135e+00 1.271926313379037721e+00
1.482687235782952140e+00 5.662568497813937757e-02 7.823264057283276784e-01 3.127833415302480713e+00 3.076710817948998589e+00 2.516828926180406878e+00 1.966535279188796004e+00 1.632511377552871235e+00 2.621331774861453301e+00 1.090117013467060803e+00 6.996864183653037639e-01 3.255860097200862668e+00 8.311903581750894332e-02
1.495735466740038655e+00 1.737968169611520952e-01 1.066363098523337438e+00 6.536883392861296826e-01 7.832659732491156213e-01 3.336395979377557719e+00 1.095732494280666325e+00 3.318056822335123890e+00 2.691890901837001415e+00 2.685479610015276020e+00 2.191661951328297331e+00 3.150984714193218461e-01 1.712269986319747250e+00
1.388911535896169225e+00 1.417858253662926116e-01 2.455525355113056918e+00 5.373944148301845747e-01 4.793960955045367678e-02 2.372351204360608090e+00 2.220161339197562533e+00 9.300017518418779439e-02 2.439998340446483394e-01 2.660099333396042987e+00 1.125230734171370761e+00 1.343094628327426543e+00 1.358308888045910434e+00
1.474216128849863860e+00 1.009727868858950328e-01 1.942927654633035850e+00 2.650329035792819976e+00 2.687359780344113158e+00 2.533899088337753902e+00 2.861416126144964878e+00 4.166979264701887731e-01 2.007535817852425936e-02 9.597405522687781909e-01 2.814035634320784851e+00 3.284748927229593551e+00 2.007556318099112502e+00
1.191374378644072252e+00 1.760407059552927811e-01 5.309965970091292675e-01 1.597898246742782913e+00 2.027654089925507996e-01 1.900263515508564316e+00 1.278042331629646533e+00 1.293178898402385979e+00 4.794771343627040605e-01 1.686332535542035771e+00 9.473749788135807925e-01 6.997343212004349111e-02 3.388421219752268509e+00
1.225382256153513261e+00 1.250499114836965131e-01 5.517135198772493698e-01 1.023581243466341162e+00 2.551859412512351155e-01 1.815447667949272814e+00 6.105786433154852810e-01 1.102512211447858270e+00 2.782691405461798606e+00 2.788840801751568677e-02 2.620414118031909823e+00 2.761881177208274529e+00 8.807449829977325173e-01
1.314329696217227061e+00 1.335128858760091797e-01 1.233379690738849455e+00 3.042309331247464055e+00 2.893756293836148963e+00 3.284312465305974982e+00 2.300490739643524130e+00 2.484651638167697296e+00 1.201708808463865186e+00 1.141279147549395523e+00 2.606731288230633936e+00 2.093278284827640334e+00 1.596702859889030712e+00
1.499694797681385694e+00 6.819265754360280540e-02 2.668125873348496935e+00 3.377440262289419515e-01 1.221005755130595727e+00 3.259790717064882326e+00 8.917105876074126192e-01 1.743280154762923306e+00 1.534320740775909631e+00 1.444389630468620345e+00 3.210214539705406267e+00 3.593358381384438860e-01 2.798106629311160276e+00
1.229315241626166788e+00 1.284945276061421060e-01 3.141986806430594026e+00 2.033321016883493204e+00 6.839057817488988222e-01 3.149813936890193400e-01 3.469595140634524899e-01 9.090006499111404903e-01 3.006996537527793834e+00 1.899796628279528526e-02 2.477139876648745798e+00 9.217264163511065256e-01 2.101007647754322250e+00
1.430644151936997455e+00 1.602411061768794220e-01 2.937957334572090851e+00 6.393621027419766900e-01 3.346865231244366967e+00 2.727136128366155710e+00 3.688854950202088423e-01 1.305418752470554333e-01 3.028566301566609553e+00 1.918477133881240082e+00 1.502141715230883356e+00 2.213523545836005191e+00 2.043666991781455611e+00
1.608385336019665823e+00 9.311342421175554385e-02 1.940422389611585308e+00 3.127013552245629935e+00 8.092710433772074552e-01 3.113654376784053657e+00 1.989213794415682468e+00 2.902978690654456351e+00 3.027614844504629144e+00 3.109101757689389345e+00 9.124622543987965795e-01 2.807437227953302639e+00 2.376156895724781393e+00
1.219564654296637185e+00 1.648848313146230871e-01 1.742178136414840317e-01 3.139133399334709029e+00 1.905785650642785489e+00 2.386854785986378236e+00 2.544204552793014606e+00 2.041049347222791077e+00 1.256257229899208738e+00 2.531406063378835558e+00 7.219867250331567510e-01 4.255879632827563319e-01 1.452741215325328072e+00
1.460809119213051677e+00 1.310625483350789378e-01 2.628625269929020014e+00 2.656158724833193929e+00 2.068963244285108694e+00 3.209667889149731224e+00 2.882417384182335507e+00 2.393177479712671474e+00 1.030965533027206726e+00 2.986662941117147696e+00 1.603957905454932886e+00 2.312421307593370390e+00 1.436768868787231535e+00
1.478853451126407981e+00 8.484189457083976538e-02 2.396996906343394240e+00 2.486635545344492382e+00 1.669288471895525872e+00 3.314292459655520329e+00 6.751218585182977572e-01 3.813786074034629103e-01 2.394207131960712220e-01 1.054575729287641622e-01 1.390999303382829400e+00 7.064344029453212270e-01 6.148912577902567733e-01
1.624692327459456687e+00 1.325702473866368636e-01 3.156215975660184192e+00 2.281329787755395522e+00 1.326021206372112848e+00 4.240145431097872564e-01 2.101667830882024912e+00 1.470065430219574143e+00 2.467420494657616370e+00 9.510697298328778526e-01 1.430810136578736513e-01 2.902366631230490213e-01 9.453053898426133639e-01
1.211127555528407118e+00 1.390875588474541902e-01 1.050634172625834140e+00 7.917018602383893988e-01 2.422351171478145382e+00 2.858620842794064476e+00 4.013647070901689706e-01 2.316752342323949332e+00 1.208134759174398720e+00 2.639813273453788245e+00 2.869359093388746729e+00 3.157075489538105462e+00 2.833161079831188367e+00
1.368862133865538677e+00 1.550623407454194969e-01 2.442952855014240310e+00 6.155533508407500243e-01 2.622811993016732401e+00 1.758077482650673318e+00 8.925750721661473985e-01 2.299704753203634378e-01 1.765862982145961269e+00 1.535450565026760472e+00 3.043685720795825222e+00 2.905984845142151940e+00 2.827358625527718328e+00
1.457992821726183719e+00 1.434249661327632597e-01 1.859886661423232335e+00 6.314297331424143511e-01 3.103185629776733734e+00 1.945420873427870623e+00 1.097562499297243921e+00 3.399153122903390223e+00 2.899451102596948715e+00 1.575142271904715008e+00 2.369672594403187560e+00 3.295224139926242302e+00 4.531549507421731571e-01
1.274135136801231916e+00 1.485355363066590828e-01 7.824994524869809398e-01 2.373778992844136071e-01 8.230471995150835385e-01 1.365192037864191743e+00 3.393857329788176447e+00 2.716717339153763788e+00 2.443690035899464874e+00 3.196227672102153416e+00 2.613695862571631334e+00 8.115318540803883041e-01 2.555692168624197347e+00
1.584959603342434686e+00 1.655716650148525704e-01 2.362265680597170459e+00 3.327137015256146579e+00 2.285743371429999726e+00 1.721843809576842910e-01 6.753672468858255007e-01 2.392630537409726199e-01 2.597078494717095065e+00 2.620158167569515584e+00 8.680178717880283612e-01 3.068818736880843279e+00 2.497426862592668328e+00
1.310576039491690103e+00 1.353968072032370740e-01 2.969434066237947589e-01 3.283268515684040878e+00 3.197948617180579323e+00 1.416698244041180832e+00 2.326657267973598342e-01 9.207079368840604960e-01 2.524617195461192676e+00 1.467290789608098889e+00 3.138105242734460010e+00 1.217615370398436037e+00 1.751386860803245682e-01
1.322917675440059337e+00 1.060070192810694256e-01 2.258184224422253195e+00 1.084415402737973100e+00 1.801087280298132864e-01 7.687734162163989415e-01 1.178404595483053124e-01 1.899727922762396215e+00 2.093731043817019355e+00 1.729383171536826413e+00 3.291650877912458029e+00 1.512485764224801743e+00 1.088498782834603773e+00
1.458453619369885379e+00 1.163368621923991514e-01 9.250365274038064856e-01 3.390467064117265394e+00 1.888137999639790010e+00 3.282417862524060315e+00 6.785817883652501825e-01 6.963018288936884126e-01 1.910739980606336319e+00 2.870567622490614035e+00 1.635426390406677477e+00 1.379777524114000453e+00 3.391510422878236231e+00
1.296565742571192725e+00 9.733475124083891539e-02 1.299839487522459258e+00 2.012975818744954015e+00 2.026986607494175807e+00 3.037401011353875635e+00 1.750491965269335370e+00 1.364826614295720830e+00 3.095569064776021673e+00 2.523467160913007934e+00 1.105624451521083129e+00 1.936500349383332376e+00 3.129700797501978826e+00
1.304496980114335791e+00 1.481131681899648944e-01 3.202946192747126553e+00 1.461591618051150121e+00 3.311698153769076391e+00 6.552562138658364621e-02 1.001304613804350874e+00 5.912134194665048526e-01 3.258572857859735716e+00 4.628836635385701892e-01 1.369482719597786557e+00 1.362541113172548890e+00 1.746034780701140043e+00
1.454452969781613758e+00 1.115464978046766392e-01 9.279899176277094375e-01 6.597268381751801858e-01 7.448204657602978118e-01 9.481056833458156863e-01 2.158785787007632351e+00 1.733131467770447465e+00 2.859601352608628910e-01 3.269783449112736218e+00 3.071472790382134832e+00 1.325490843921194095e+00 2.379772932111677175e+00
1.375751444408757740e+00 1.929280866649215886e-01 1.505358065510548737e+00 2.028518638356124004e+00 6.223982390689566380e-01 9.650214910761721887e-01 3.335397884949089065e+00 2.290647547666170070e+00 2.715829259538793394e+00 1.927148618552749326e+00 1.376891434661613012e+00 6.277975401662855282e-01 1.817040238560507559e+00
1.115176858287885153e+00 1.837420561836696775e-01 1.816897083167739124e+00 1.336060836057165746e+00 7.050724079151873269e-01 3.183014416660900014e+00 3.232195619491545102e+00 2.903062942465024054e+00 2.387916082930924055e+00 2.160010917182668244e+00 8.199454072868957999e-01 2.943722383825250422e+00 2.023292965035794921e+00
1.288439446124377552e+00 9.285460346937077225e-02 2.646832076986834204e-01 1.871841105960890372e+00 2.930077596302607112e+00 2.630704384676050278e+00 1.245295563991678289e+00 2.606522976431089322e+00 1.797018712097877557e+00 2.702517856191509749e-01 1.016521684286400218e+00 2.829969534675477405e+00 2.479406777047727939e+00
1.388230047921834798e+00 8.018960743708927752e-02 1.647693798100900775e+00 2.003566039140979527e+00 1.959651764852520905e+00 1.361804895252082037e+00 2.723184070760320541e+00 9.668731535552155254e-01 1.034958101585248924e+00 8.345533384593213644e-02 2.296202753283062281e-01 2.936020624210171182e+00 2.206539331112120195e+00
1.270061784905835545e+00 1.901119582767715477e-01 2.880079713858090806e-01 3.201528164830762524e+00 3.168502962934228950e+00 7.618201421266681539e-01 1.741796967159080722e+00 1.160200998687041185e+00 4.674368664954363095e-01 1.692919547031907224e-01 2.299009892097545915e+00 1.060002606799343772e+00 3.192683928097062918e+00
1.315786823086384505e+00 1.330063736717613798e-01 6.328469286887012935e-01 1.548695110123289087e+00 1.250754493162642866e+00 2.337708778151061928e+00 2.606427793445673657e+00 2.651647921002741715e+00 2.061470172047471294e+00 5.104734214951415217e-01 2.779955990742645877e+00 1.197785795816941556e+00 2.378319220333577066e-01
1.526614430070476924e+00 9.874906185764155409e-02 3.322718618394333578e+00 3.204472179930357711e+00 2.294344744447485984e-01 3.278095719611855863e+00 3.251293838941310188e+00 1.933407702836754893e+00 1.677186343877460128e+00 2.190424448650095113e-01 2.189227394338674859e+00 1.971797674065941752e+00 2.629245270301917792e+00
1.283857864821249972e+00 1.506231016199140460e-01 1.471628887323737089e+00 6.925111534834541560e-01 2.800818304405973347e+00 8.853658316876600320e-01 3.194192600298206397e+00 3.262282219396765104e+00 1.346029013726556700e+00 6.986854980930656822e-01 1.629781044927800515e+00 1.520041831264200338e+00 1.534231402213896756e+00
1.265547558380269999e+00 1.526516006824030214e-01 3.280440169602552913e+00 6.714457946440842706e-01 2.974878506671312373e+00 2.375782851736761181e+00 4.489169842807543831e-01 1.039539127106993366e+00 1.797757151192235447e+00 5.732925395427637127e-01 3.312546566284053640e+00 1.167530679512925662e+00 2.754726415725145650e+00
1.229341574341465959e+00 1.105286171641549076e-01 1.982310754410111509e+00 2.903667305627282702e-01 1.805863737503766053e+00 2.843992385467056572e+00 1.727327165678445853e-01 3.288676401356144474e+00 3.346063334636399489e+00 2.857208476061965818e+00 2.030700776758123549e+00 1.220881174781889983e-01 1.235134780837356949e+00
1.335214029284652604e+00 2.028901432698289042e-01 2.617467658816652776e+00 2.646497199575518877e+00 5.516961948892447065e-01 1.000692416409089347e+00 1.162102433096088294e+00 1.972284000856637132e+00 1.300070999769958879e+00 1.702954089453162068e+00 2.812141022098865406e+00 2.426871893158647708e+00 2.761574468791572201e+00
1.421010061366661192e+00 1.080302438815524679e-01 8.967124430327618745e-01 7.753840801607095878e-01 1.783973566022027502e+00 2.651268814821095887e+00 3.525812168826031878e-01 2.195744541694793828e+00 8.476251291122942344e-02 1.841980097466612565e-01 4.033847306504418362e-01 1.215751841195019001e+00 1.517752062540409286e+00
1.464480926564032393e+00 1.849800373169667722e-01 6.230092035420905505e-01 1.249133641144370088e+00 3.020203594045880457e+00 2.406244941791174430e+00 4.922188125595521879e-01 2.459895538005504534e+00 2.845728032778543248e+00 2.810619255716150899e+00 2.537276573851792616e+00 1.127727431572476569e+00 2.403254268934413018e-01
1.483285135354729611e+00 7.643706603629804586e-02 1.155863991147435099e+00 1.433453055224440220e+00 3.011925142496494345e+00 1.483512849081147555e+00 1.046540589241213404e+00 2.895306847263670047e+00 1.684284714084018253e+00 1.745983188420789922e+00 2.427231127818104128e-01 3.088543331470244624e+00 9.399210982766013078e-01
1.299305977743697937e+00 2.024112624056144949e-01 5.781634911239468266e-01 2.597294700100520437e+00 6.110519729726265892e-01 4.262304382994414609e-01 2.730507698148983753e+00 1.678389543316137322e+00 7.289372915878593595e-01 7.102322695720549028e-02 3.143663125628891386e+00 3.352465468407949789e+00 6.637041809108886747e-01
1.300233183848326535e+00 1.801074707761997351e-01 2.641243909685435209e+00 5.951491330700255933e-01 1.002780913748379632e+00 7.667283552920216572e-01 1.272270714563355165e+00 1.297681366396788327e+00 7.800505718208854411e-01 2.182035905484804306e-01 3.633789631798257647e-01 2.072437055615250934e+00 1.132602760326345104e+00
