,alpha_gluon,beta_gluon,alpha_up,beta_up,epsilon_up,gamma_up,alpha_down,beta_down,epsilon_down,gamma_down,norm_sigma,alpha_sigma,beta_sigma
2250,1.47527e+00,1.31278e-01,1.78650e-01,4.61495e-01,2.20260e+00,1.23148e+00,2.23655e+00,1.53956e+00,3.33711e+00,2.09690e+00,2.40983e+00,1.87788e+00,5.78007e-01
2251,1.31169e+00,1.62302e-01,3.30901e+00,9.87437e-01,2.52815e+00,1.00622e+00,2.40556e+00,1.97509e+00,2.14937e+00,2.09053e+00,2.19053e+00,2.96951e+00,2.93100e+00
2252,1.43713e+00,8.80420e-02,6.45282e-01,5.93487e-02,1.40257e+00,1.40116e+00,1.78404e+00,3.29061e+00,2.67209e+00,1.84256e+00,1.19206e+00,1.99941e+00,3.73670e-01
2253,1.39595e+00,1.46209e-01,1.15997e+00,1.11502e+00,1.40749e+00,6.46152e-01,2.69403e-01,2.61574e+00,1.44839e+00,1.31240e+00,1.18688e+00,2.72347e+00,1.63515e+00
2254,1.38606e+00,1.22427e-01,1.34579e+00,3.04413e+00,1.22397e+00,8.12105e-01,2.08403e+00,1.00334e+00,2.78041e+00,9.47567e-01,2.88597e+00,1.65496e+00,2.75524e+00
2255,1.15772e+00,1.62012e-01,2.36569e+00,2.99593e-01,1.56349e+00,3.16701e+00,2.72554e+00,2.47253e+00,3.39755e+00,6.73778e-01,3.86103e-01,1.08211e+00,2.12716e+00
2256,1.65185e+00,6.82570e-02,1.64500e+00,2.80756e+00,2.80848e+00,2.20846e+00,1.91903e+00,2.73363e+00,3.83001e-01,2.10080e+00,9.44340e-01,1.94093e+00,2.17446e+00
2257,1.54160e+00,7.25037e-02,2.14489e+00,3.00328e+00,7.94522e-01,2.93861e-01,8.61731e-01,8.02258e-01,1.20740e+00,1.02547e-01,3.32723e+00,7.45366e-01,3.60597e-01
2258,1.33847e+00,8.05165e-02,9.01877e-01,6.94855e-01,2.09797e+00,1.39020e+00,1.00276e+00,3.02745e+00,5.28649e-01,7.50346e-01,1.18930e+00,2.57924e+00,7.03932e-01
2259,1.37001e+00,1.25233e-01,9.36971e-01,2.01367e+00,8.23844e-01,3.27421e+00,3.02939e+00,1.17068e+00,3.25647e+00,9.21612e-02,2.44299e-01,4.23503e-01,2.83567e+00
2260,1.38408e+00,8.79988e-02,2.37663e+00,1.19309e-01,1.95955e+00,6.85329e-01,3.02971e+00,1.04490e+00,3.14649e+00,1.42712e+00,2.75241e-01,6.61145e-01,8.10827e-01
2261,1.35543e+00,1.22210e-01,3.08519e+00,1.11632e+00,1.49596e+00,1.82261e+00,2.62702e+00,1.96256e+00,1.21870e+00,2.42136e+00,2.12548e+00,3.20354e-01,2.49825e+00
2262,1.32914e+00,1.05259e-01,2.25428e+00,2.36662e+00,6.49198e-01,5.55781e-01,1.32943e+00,1.79185e+00,8.79856e-01,8.89152e-01,4.35618e-01,1.93493e+00,1.32167e+00
2263,1.29402e+00,1.38384e-01,3.27617e+00,6.80177e-01,1.69026e+00,3.28541e+00,1.42959e+00,3.14777e+00,2.01245e+00,2.97273e+00,2.61594e+00,1.35815e+00,1.97119e-01
2264,1.44481e+00,1.53161e-01,4.00969e-01,2.78352e+00,1.70208e+00,4.00645e-01,1.65828e+00,7.44431e-01,3.04914e+00,2.47013e+00,1.50072e+00,3.29000e+00,1.93920e+00
2265,1.34193e+00,1.61665e-01,2.92920e-01,2.51649e+00,2.43387e+00,1.35286e+00,1.69836e+00,2.01307e+00,4.54504e-02,1.36879e+00,6.28567e-02,1.18120e+00,3.10349e-01
2266,1.46651e+00,7.02453e-02,9.01788e-01,2.97672e+00,7.57209e-01,1.29069e+00,2.11903e+00,2.28488e+00,1.85283e+00,2.25988e+00,3.50763e-01,1.92374e+00,6.52957e-01
2267,1.32689e+00,1.55472e-01,7.81549e-01,2.42685e+00,2.26220e+00,1.28048e+00,3.10297e+00,8.02158e-01,5.15136e-01,2.15936e+00,1.43728e-01,2.68280e+00,8.79768e-01
2268,1.32283e+00,1.49500e-01,1.39035e+00,7.57995e-02,3.04767e+00,3.33018e+00,1.79420e+00,3.36651e+00,4.96587e-03,3.68359e-01,2.00495e+00,6.26063e-01,1.76643e+00
2269,1.25017e+00,1.03517e-01,2.90335e-01,1.29416e+00,1.65221e+00,8.71411e-01,2.42679e+00,1.23576e+00,1.43326e-01,3.21858e+00,1.38821e+00,2.76992e+00,3.02954e-01
2270,1.52859e+00,9.33082e-02,3.19367e+00,1.52773e+00,3.26783e+00,9.20300e-01,4.42431e-01,1.83059e+00,1.56647e+00,2.34025e+00,1.63849e-01,2.90063e+00,2.95929e+00
2271,1.21071e+00,1.20032e-01,5.20760e-01,1.67419e+00,1.26291e-01,2.71630e+00,1.19628e+00,6.22577e-01,1.10809e+00,1.39756e+00,8.42069e-02,1.87643e-01,9.08065e-01
2272,1.35507e+00,1.12201e-01,7.89803e-02,1.15557e+00,2.38398e+00,1.65472e+00,9.07269e-01,3.38649e-01,8.08270e-01,1.44766e+00,2.97885e+00,3.98170e-01,2.38860e+00
2273,1.52721e+00,5.44107e-02,2.89563e+00,8.86217e-01,3.12627e-01,1.04385e+00,1.72889e+00,2.01723e+00,8.47113e-01,1.30952e+00,1.87840e+00,1.94897e+00,1.10512e+00
2274,1.14662e+00,1.26314e-01,6.41470e-01,1.36653e+00,3.22682e-01,2.73656e+00,1.30397e+00,2.49457e+00,2.05991e+00,1.69607e+00,2.02746e+00,3.01557e+00,3.36085e+00
2275,1.46924e+00,1.17878e-01,1.41050e+00,2.76394e+00,3.15827e+00,1.14800e+00,2.44578e+00,2.82427e+00,1.79449e+00,1.56405e+00,3.17322e+00,2.01847e+00,2.71877e+00
2276,1.35169e+00,1.62768e-01,6.11101e-02,2.27255e+00,1.93112e+00,3.13939e+00,2.24580e+00,3.23498e+00,2.34171e-01,2.66237e+00,1.10778e+00,2.65981e+00,1.99420e+00
2277,1.41242e+00,9.46266e-02,2.46738e+00,3.24096e+00,1.21486e+00,3.04694e+00,1.98112e-01,3.05072e+00,3.01423e+00,2.53925e+00,2.14502e+00,2.60175e+00,8.23453e-01
2278,1.66555e+00,7.10976e-02,2.36696e+00,1.75322e+00,3.59543e-01,2.02434e+00,2.15280e-01,1.47281e+00,4.06154e-01,2.72532e+00,2.41022e+00,2.36892e+00,2.21740e+00
2279,1.31489e+00,1.29671e-01,2.07364e+00,1.11367e+00,2.44709e+00,3.03139e+00,3.30367e+00,2.24948e+00,2.93754e+00,2.41669e+00,5.31335e-01,2.90960e+00,1.53769e+00
2280,1.42308e+00,1.56650e-01,3.93033e-01,2.77327e+00,3.29429e+00,1.87773e+00,4.14828e-01,1.38794e+00,9.43382e-01,1.76017e+00,2.34226e+00,1.56089e+00,2.70915e+00
2281,1.34372e+00,7.92723e-02,5.32366e-01,9.03148e-01,2.17868e+00,1.39238e+00,1.18591e+00,2.08988e+00,1.27900e+00,2.67986e+00,3.10209e+00,1.38232e+00,3.35163e+00
2282,1.44930e+00,1.37722e-01,1.29206e+00,2.29014e+00,5.91023e-01,2.82463e+00,3.03476e+00,2.46987e+00,2.88142e+00,7.49228e-01,1.19176e+00,2.73070e+00,1.58109e+00
2283,1.37294e+00,1.39275e-01,2.01422e+00,2.95073e+00,1.97325e+00,2.84729e+00,2.36617e+00,2.11889e+00,3.18502e+00,8.74702e-01,2.92197e+00,6.60777e-01,1.24008e+00
2284,1.16183e+00,1.72430e-01,2.92829e-01,2.56093e+00,2.70450e+00,3.23223e+00,1.31638e+00,1.85799e+00,1.14165e+00,2.78563e+00,2.92143e+00,6.20108e-01,2.21768e+00
2285,1.43872e+00,2.13683e-01,8.82289e-01,6.69541e-01,2.65675e+00,2.35537e+00,1.50276e+00,3.22752e+00,4.04405e-02,2.50164e+00,2.48090e+00,8.35107e-01,2.30701e+00
2286,1.49672e+00,9.90569e-02,2.70972e+00,2.65072e+00,3.08547e+00,5.65618e-01,3.31421e+00,1.20316e+00,2.57229e-01,9.83642e-02,3.93974e-01,2.95015e+00,1.97876e+00
2287,1.34127e+00,9.85685e-02,8.68410e-01,2.47622e+00,9.35610e-01,1.32463e-01,9.65542e-01,8.13783e-01,2.13776e+00,1.70188e+00,7.35780e-01,1.98168e-01,2.47335e+00
2288,1.39664e+00,8.98550e-02,2.97781e-01,1.66242e+00,2.62824e+00,3.17499e+00,2.32083e+00,9.86872e-01,1.92006e+00,3.34941e-01,1.75395e+00,9.25747e-01,9.87256e-01
2289,1.45845e+00,1.16337e-01,9.25037e-01,3.39047e+00,1.88814e+00,3.28242e+00,6.78582e-01,6.96302e-01,1.91074e+00,2.87057e+00,1.63543e+00,1.37978e+00,3.39151e+00
2290,1.16389e+00,1.37929e-01,2.00448e+00,1.71507e+00,2.48071e+00,6.79958e-01,1.88546e+00,2.51547e+00,3.15513e+00,7.34937e-01,2.95445e+00,2.46151e+00,1.09116e+00
2291,1.20454e+00,6.53501e-02,2.38488e-01,1.33506e+00,2.94527e-01,1.82663e+00,3.22527e+00,7.49211e-01,2.54241e+00,1.60705e+00,1.32299e-03,1.85336e+00,1.79390e+00
2292,1.50577e+00,1.07122e-01,1.11194e+00,1.44033e-01,1.82891e+00,1.92691e-01,2.12784e-02,1.07669e-02,5.23301e-01,1.88879e-01,3.17627e+00,3.18009e+00,1.31488e-02
2293,1.44692e+00,1.52031e-01,7.60169e-01,8.81246e-01,2.25081e+00,4.43465e-01,7.17958e-01,2.55306e+00,1.11830e+00,2.74213e+00,7.24785e-01,2.38183e+00,2.08333e+00
2294,1.30736e+00,1.34699e-01,1.32448e-01,1.57478e+00,2.58868e+00,2.71199e+00,5.23030e-01,2.92891e+00,1.53255e+00,2.66360e+00,2.85677e+00,2.78308e-01,3.14447e+00
2295,1.33284e+00,6.19493e-02,2.91932e+00,3.33655e+00,2.75225e-01,1.09735e+00,2.20438e+00,3.18271e+00,1.36783e+00,1.47286e+00,3.20459e+00,1.86434e+00,1.01465e-01
2296,1.35861e+00,1.25184e-01,1.79753e+00,1.01258e+00,2.58290e+00,1.70238e+00,2.45287e+00,2.61206e+00,1.58938e+00,2.75999e+00,1.01095e+00,2.54968e+00,1.66659e+00
2297,1.39861e+00,1.41339e-01,1.35444e+00,1.75194e+00,7.28143e-01,9.24595e-01,1.42106e+00,2.52847e-01,1.26420e+00,3.24909e+00,2.25094e+00,1.60791e+00,8.05325e-01
2298,1.49868e+00,1.10531e-01,2.26815e+00,2.42887e+00,2.99707e+00,2.21329e-01,8.34512e-01,2.80252e+00,5.40061e-01,1.87484e+00,1.26251e-01,1.14815e-02,2.89659e+00
2299,1.40883e+00,1.25996e-01,5.85169e-02,1.75757e+00,1.83571e+00,1.90860e+00,1.32324e+00,2.52998e+00,2.43789e+00,1.16193e+00,1.19766e+00,1.42162e+00,2.47261e+00
2300,1.42463e+00,1.36891e-01,8.03627e-01,1.59259e+00,1.75434e+00,3.38344e+00,6.22524e-01,2.81127e+00,9.68192e-01,3.00324e+00,2.14554e+00,2.28585e+00,2.55357e+00
2301,1.37188e+00,1.20224e-01,2.58427e+00,3.22702e+00,2.63637e+00,2.24264e+00,1.19476e+00,2.17203e+00,2.14516e+00,9.53552e-01,8.22848e-01,2.90910e+00,8.65694e-01
2302,1.44582e+00,7.03523e-02,1.40681e+00,2.94378e+00,2.12841e-01,8.96688e-01,3.38012e+00,4.51338e-01,1.03215e+00,1.71151e+00,1.61689e+00,1.19455e+00,2.50928e+00
2303,1.41864e+00,1.45894e-01,1.98216e+00,1.17915e+00,1.41151e+00,3.19241e+00,2.96553e+00,5.41987e-01,2.17230e+00,1.55289e+00,5.12100e-01,8.25212e-01,1.21134e+00
2304,1.37462e+00,9.35134e-02,4.81613e-01,2.80423e+00,1.78690e+00,3.07049e+00,3.07812e+00,3.16498e+00,6.93922e-01,9.26670e-01,1.73437e+00,1.40920e+00,2.46831e-01
2305,1.39207e+00,2.96277e-02,2.00974e+00,3.00593e+00,3.16804e+00,1.19379e+00,2.49674e+00,8.34053e-01,9.42533e-01,2.23366e+00,5.68318e-01,2.98720e+00,1.87535e+00
2306,1.40070e+00,1.64766e-01,2.39317e+00,1.42802e-01,2.44206e+00,1.18307e+00,7.29775e-02,1.68649e-01,2.02271e+00,2.18168e+00,3.21759e+00,2.44902e+00,2.12033e+00
2307,1.40326e+00,1.40393e-01,1.76869e+00,3.26456e+00,4.53813e-02,1.17534e+00,3.08290e+00,1.55219e+00,2.08760e+00,2.24268e+00,5.94904e-01,6.46010e-01,7.41393e-01
2308,1.33959e+00,1.25343e-01,5.64792e-01,1.99142e+00,2.59922e+00,8.67917e-01,3.07286e+00,1.99111e+00,2.98441e+00,3.17872e+00,3.58938e-01,3.79239e-01,1.00068e+00
2309,1.52959e+00,8.17538e-02,1.83590e+00,1.27912e+00,2.79171e+00,1.06726e+00,3.25144e+00,2.50638e+00,1.02416e+00,1.44514e+00,2.68882e+00,2.95272e-01,2.50500e+00
2310,1.39989e+00,1.90898e-01,2.14729e+00,1.93683e+00,2.92615e+00,5.01384e-03,2.23831e+00,3.62673e-01,2.95197e+00,2.04894e+00,1.47209e+00,3.04900e+00,1.34414e+00
2311,1.17252e+00,1.50230e-01,2.71886e-01,4.92967e-01,1.52513e+00,1.49395e+00,1.95366e+00,1.46877e+00,2.95914e+00,1.50686e+00,2.32447e+00,1.20908e+00,1.90439e+00
2312,1.25017e+00,1.03517e-01,2.90335e-01,1.29416e+00,1.65221e+00,8.71411e-01,2.42679e+00,1.23576e+00,1.43326e-01,3.21858e+00,1.38821e+00,2.76992e+00,3.02954e-01
2313,1.39927e+00,1.20729e-01,5.67998e-01,2.81314e+00,9.07435e-01,5.65907e-01,1.01505e+00,9.93608e-01,3.01638e+00,3.20360e+00,2.41184e+00,2.76636e+00,2.19349e+00
2314,1.53690e+00,3.62500e-02,6.02763e-02,9.81751e-01,1.78963e+00,2.55688e+00,6.76455e-01,1.00046e+00,8.30033e-02,8.78733e-01,1.30142e+00,2.86818e+00,2.26789e+00
2315,1.57836e+00,1.87024e-01,1.11990e+00,2.07230e+00,1.15326e+00,1.77099e+00,3.01395e+00,2.43572e+00,1.00725e+00,2.14577e+00,2.30770e+00,2.71863e+00,2.27702e+00
2316,1.47820e+00,9.10630e-02,1.88162e+00,1.14577e-01,2.35975e+00,1.09826e-01,5.82103e-01,1.49154e+00,2.88292e-02,1.06081e+00,7.61628e-01,1.65335e+00,1.34247e+00
2317,1.31133e+00,1.31452e-01,1.86296e+00,2.43633e+00,2.32307e+00,1.79711e+00,1.02674e-01,3.57231e-02,2.84359e+00,3.09174e+00,1.60357e+00,1.66076e+00,1.37761e+00
2318,1.15524e+00,1.06460e-01,1.25287e+00,3.07491e+00,1.05193e+00,2.81643e+00,9.55748e-01,1.38829e-01,1.93839e-01,2.03820e+00,1.79318e+00,1.28581e+00,3.18268e+00
2319,1.40959e+00,1.50117e-01,2.70705e+00,3.15339e+00,3.30859e-02,8.10259e-02,7.51883e-01,5.76358e-01,1.07635e+00,1.21612e+00,1.34137e+00,3.03667e+00,1.16424e+00
2320,1.36841e+00,1.49857e-01,6.62041e-01,9.73717e-01,2.06804e+00,2.40694e+00,2.98396e+00,2.79884e+00,3.07987e+00,2.84117e-01,5.70926e-01,2.08093e-01,4.89449e-02
2321,1.41238e+00,1.16054e-01,2.74474e+00,2.26244e+00,2.07908e+00,3.39395e+00,1.87981e+00,1.51092e+00,1.54861e+00,2.71273e+00,2.83876e+00,3.05111e+00,2.50159e+00
2322,1.45706e+00,7.57699e-02,9.37810e-03,2.30365e+00,8.13793e-01,1.20038e-01,1.55128e+00,1.36581e+00,1.65111e+00,7.26224e-01,3.87689e-01,3.03985e+00,6.18573e-01
2323,1.45824e+00,1.73918e-01,5.35834e-01,2.00247e+00,1.04848e+00,1.34131e+00,1.45652e+00,1.10230e+00,3.31594e+00,2.09826e+00,1.77782e+00,1.36934e+00,1.53187e+00
2324,1.30675e+00,2.35552e-01,1.59733e+00,1.25692e-01,1.25165e+00,3.93954e-01,2.91481e+00,2.72525e-01,3.11429e+00,2.88010e+00,2.13992e+00,2.26747e+00,2.43451e+00
2325,1.32690e+00,8.92753e-02,1.25012e+00,2.43903e-01,1.41162e-01,1.58410e+00,1.97628e+00,1.60543e+00,2.44025e+00,1.78458e+00,2.89708e-01,1.29356e+00,1.25952e-01
2326,1.19343e+00,1.26699e-01,2.10689e+00,4.17478e-01,1.04309e+00,1.81663e+00,1.25492e+00,3.40485e-01,4.51822e-01,1.46780e+00,2.38297e+00,1.73877e-02,3.38977e+00
2327,1.42991e+00,1.65993e-01,1.36429e+00,3.33073e+00,8.93013e-02,8.30966e-01,2.46558e+00,1.00741e+00,1.39732e+00,4.27105e-01,8.49610e-01,3.06377e+00,2.52222e+00
2328,1.49749e+00,1.83770e-01,2.88655e+00,1.77100e+00,3.14099e+00,2.77110e+00,2.03570e-01,2.79575e+00,2.98090e-01,3.89847e-01,3.32407e+00,8.11831e-01,1.29160e+00
2329,1.50968e+00,9.53779e-02,3.06871e+00,8.39057e-01,3.00374e+00,2.09375e+00,1.66678e+00,7.53435e-04,2.87986e-01,2.94948e+00,2.13792e+00,5.77012e-01,2.26541e+00
2330,1.33638e+00,1.26454e-01,1.94072e+00,3.16170e+00,2.32843e+00,2.53562e+00,1.97549e+00,8.70796e-01,2.74233e+00,2.53822e+00,2.74193e+00,5.08629e-01,7.78300e-01
2331,1.42285e+00,1.51753e-01,2.74964e+00,1.99544e-01,1.99213e+00,7.64118e-01,6.23254e-01,2.12814e+00,2.68780e+00,2.04106e+00,5.60713e-01,2.69221e+00,2.63542e+00
2332,1.44800e+00,5.95906e-02,3.12620e+00,2.35623e+00,6.81631e-01,4.01449e-01,1.46025e+00,2.13925e+00,2.22858e-01,3.00569e+00,1.63941e+00,7.68728e-01,1.81028e+00
2333,1.13366e+00,1.71441e-01,2.15435e+00,1.42242e-01,3.75772e-01,1.90692e+00,3.08428e+00,1.82300e+00,4.46155e-01,2.99053e+00,4.07520e-01,2.56189e+00,6.27196e-01
2334,1.29230e+00,1.61758e-01,2.95575e+00,2.28335e+00,1.91018e+00,4.15727e-01,2.72925e+00,2.28110e+00,2.04133e+00,2.09355e+00,1.22932e+00,2.48366e+00,1.62371e+00
2335,1.37862e+00,1.17923e-01,2.75392e+00,2.97498e+00,1.59991e+00,2.70667e+00,2.94407e+00,2.27324e+00,1.05983e+00,1.44273e+00,9.32915e-01,2.45500e+00,4.88095e-03
2336,1.48148e+00,6.34929e-02,2.04849e+00,1.18455e+00,2.15510e+00,3.22050e+00,3.11744e-01,6.26966e-01,3.10896e+00,2.29746e+00,2.63660e+00,2.62252e+00,2.00429e-01
2337,1.30496e+00,1.42486e-01,2.03440e+00,1.26113e+00,2.13562e+00,2.22381e+00,2.99345e+00,1.93252e+00,2.81774e+00,2.33995e+00,2.10861e+00,3.35913e+00,3.18359e+00
2338,1.40961e+00,1.24590e-01,7.72894e-02,3.39186e+00,1.04163e+00,8.11169e-01,2.40868e+00,2.61418e+00,2.05208e+00,1.86586e+00,3.24306e+00,3.63228e-01,1.49581e+00
2339,1.21086e+00,1.52872e-01,1.04294e+00,1.47797e+00,3.09923e+00,2.46369e+00,3.27373e+00,1.83711e+00,1.46295e+00,1.91542e+00,2.22721e-03,2.51696e+00,8.06125e-01
2340,1.46691e+00,6.32513e-02,1.70620e+00,9.48894e-01,2.19428e+00,1.10710e-02,2.35761e+00,3.38473e+00,1.07460e+00,8.60017e-01,1.69952e+00,2.98800e+00,1.17312e+00
2341,1.55212e+00,1.19746e-01,1.52916e+00,1.49318e+00,6.06803e-01,2.51762e-01,1.14262e+00,1.18006e+00,2.38281e-01,6.44149e-01,2.60170e+00,1.69314e+00,1.58866e+00
2342,1.34302e+00,1.84769e-01,2.33089e+00,8.42853e-01,2.79607e+00,2.07519e+00,3.10124e+00,4.09569e-01,2.63125e+00,3.36391e+00,2.71119e+00,1.56252e+00,4.22251e-01
2343,1.23271e+00,1.44784e-01,2.82329e+00,1.79426e+00,2.18536e-01,1.48321e+00,1.73702e+00,7.50727e-01,3.13022e+00,1.33185e+00,3.18945e+00,1.94219e+00,2.67855e+00
2344,1.16897e+00,1.53694e-01,1.84854e+00,4.53680e-01,2.34382e+00,2.21133e+00,1.43754e-01,2.48120e+00,1.07319e-01,1.54106e+00,1.73625e+00,2.26599e+00,2.53655e+00
2345,1.36737e+00,1.27721e-01,1.48038e+00,3.03893e-01,2.15027e+00,2.55974e+00,1.13630e+00,2.34835e+00,1.80477e+00,1.26575e-01,6.43518e-01,7.18398e-02,1.36092e+00
2346,1.31362e+00,1.46902e-01,2.22738e+00,2.29146e+00,9.83321e-01,2.94472e+00,2.01860e+00,1.12692e+00,2.85705e+00,3.06595e+00,3.32533e+00,2.10771e-01,1.19226e+00
2347,1.22183e+00,2.13388e-01,3.07970e+00,3.39512e+00,1.48015e+00,2.55339e-01,3.29852e-01,1.88301e+00,2.09272e+00,1.34567e+00,9.63172e-01,1.64436e-01,2.14931e+00
2348,1.47473e+00,6.37026e-02,3.03059e+00,9.34459e-01,2.04196e+00,2.93773e+00,9.87499e-01,1.02120e-01,1.47070e-01,8.05864e-01,7.20856e-01,2.17388e+00,1.47146e-01
2349,1.34003e+00,1.28452e-01,2.24850e+00,1.78360e-01,6.90212e-01,2.91279e+00,1.35886e+00,2.04111e+00,5.92571e-01,3.95027e-01,1.38356e+00,1.95080e+00,1.13340e+00
2350,1.40024e+00,8.71198e-02,2.39824e+00,2.42223e+00,7.16397e-01,2.77077e+00,3.23769e+00,3.27017e-01,2.26175e+00,1.36331e+00,1.58576e+00,2.63652e+00,1.75767e+00
2351,1.45773e+00,1.48475e-01,2.78891e+00,8.03105e-01,2.66215e+00,6.41192e-01,8.44415e-01,1.99096e+00,9.89922e-01,2.70377e-02,9.50287e-01,4.64815e-01,1.57106e+00
2352,1.21850e+00,1.31144e-01,1.35637e+00,5.54636e-02,3.34905e+00,2.06849e-01,2.72298e+00,7.28294e-01,2.56619e+00,1.53327e+00,9.20809e-01,2.65302e+00,2.05092e+00
2353,1.16748e+00,1.55363e-01,5.30598e-03,9.53231e-01,2.39347e-01,2.44763e+00,1.79112e+00,7.49863e-01,1.31085e+00,3.44971e-01,3.29521e-01,1.57185e+00,2.22627e+00
2354,1.36289e+00,1.24462e-01,1.02993e+00,3.36823e+00,8.56491e-01,1.76156e+00,3.26098e+00,1.36986e+00,2.98730e+00,1.66496e+00,1.19207e+00,3.51103e-01,2.16533e+00
2355,1.32875e+00,9.26664e-02,9.57571e-01,1.76835e+00,3.10769e+00,2.98378e+00,4.23102e-01,7.60604e-01,6.07328e-01,1.04875e+00,3.60282e-01,3.32458e+00,2.64124e+00
2356,1.47885e+00,8.48419e-02,2.39700e+00,2.48664e+00,1.66929e+00,3.31429e+00,6.75122e-01,3.81379e-01,2.39421e-01,1.05458e-01,1.39100e+00,7.06434e-01,6.14891e-01
2357,1.26285e+00,1.15038e-01,2.47111e+00,8.06440e-01,2.70800e+00,3.38797e+00,1.62380e-01,6.57468e-01,1.44206e+00,1.89219e-01,2.66910e+00,3.27555e+00,8.31164e-02
2358,1.25849e+00,1.51086e-01,1.72611e+00,3.82838e-01,3.07795e+00,1.55061e+00,2.43354e-01,1.51580e+00,1.87632e+00,2.47919e+00,1.46340e-01,3.98014e-01,2.44128e+00
2359,1.26302e+00,1.19808e-01,6.76519e-01,1.83951e+00,3.10174e+00,1.49193e+00,2.57284e+00,2.01174e+00,3.36888e+00,2.00264e+00,3.08440e+00,1.64986e+00,1.95324e-01
2360,1.39724e+00,7.33139e-02,7.57723e-02,3.06307e+00,1.79168e+00,2.56179e+00,2.38516e+00,2.36344e+00,1.39142e+00,1.49924e+00,3.23803e+00,7.36119e-01,1.04543e+00
2361,1.34372e+00,7.92723e-02,5.32366e-01,9.03148e-01,2.17868e+00,1.39238e+00,1.18591e+00,2.08988e+00,1.27900e+00,2.67986e+00,3.10209e+00,1.38232e+00,3.35163e+00
2362,1.31544e+00,8.32376e-02,2.23099e+00,3.36003e+00,1.35995e+00,7.21250e-01,6.41440e-02,1.65402e+00,3.29484e+00,1.40164e+00,8.47312e-01,1.61403e+00,3.11369e+00
2363,1.39836e+00,1.31385e-01,6.65268e-01,2.14020e+00,1.60226e+00,1.55442e+00,7.87235e-01,1.28253e+00,2.94956e+00,1.31502e+00,2.79302e+00,2.51419e-01,1.24283e+00
2364,1.36878e+00,9.05094e-02,3.19128e+00,2.51348e+00,1.87875e+00,2.05417e+00,5.24194e-02,6.24866e-01,9.55410e-01,2.75592e+00,1.01660e+00,2.68343e+00,3.23369e+00
2365,1.60839e+00,9.31134e-02,1.94042e+00,3.12701e+00,8.09271e-01,3.11365e+00,1.98921e+00,2.90298e+00,3.02761e+00,3.10910e+00,9.12462e-01,2.80744e+00,2.37616e+00
2366,1.44905e+00,1.54824e-01,1.77126e-01,2.82720e+00,7.85980e-02,5.03296e-01,1.25603e+00,3.14762e+00,1.07295e+00,3.28500e+00,1.95361e+00,3.63076e-01,2.39769e+00
2367,1.47679e+00,1.41005e-01,1.48477e+00,4.54182e-01,2.11895e+00,2.29789e+00,1.54207e+00,7.26643e-01,1.16752e+00,5.57991e-01,3.32559e+00,1.23604e+00,6.40780e-01
2368,1.46651e+00,7.02453e-02,9.01788e-01,2.97672e+00,7.57209e-01,1.29069e+00,2.11903e+00,2.28488e+00,1.85283e+00,2.25988e+00,3.50763e-01,1.92374e+00,6.52957e-01
2369,1.43625e+00,2.57796e-02,3.12372e+00,3.15363e+00,2.48976e+00,1.18825e+00,3.08059e+00,1.08690e+00,2.16228e+00,1.34801e+00,2.00631e+00,1.17976e-01,1.26701e+00
2370,1.32476e+00,1.18386e-01,1.13423e+00,2.11138e+00,3.34373e-01,1.84477e+00,5.73771e-01,1.40855e+00,3.86270e-01,2.95355e-01,1.22836e+00,2.78208e+00,2.88536e-01
2371,1.39954e+00,1.32967e-01,4.74528e-01,2.52405e+00,4.21314e-01,5.38992e-01,2.52805e+00,2.75276e+00,2.76026e+00,1.90739e+00,7.66460e-01,9.22366e-01,5.87128e-02
2372,1.47473e+00,6.37026e-02,3.03059e+00,9.34459e-01,2.04196e+00,2.93773e+00,9.87499e-01,1.02120e-01,1.47070e-01,8.05864e-01,7.20856e-01,2.17388e+00,1.47146e-01
2373,1.35136e+00,6.77026e-02,3.09914e+00,2.17178e-01,1.71264e+00,4.42202e-01,2.27790e+00,5.28189e-01,1.52751e+00,1.36970e+00,3.22620e+00,2.62925e+00,3.05441e+00
2374,1.32425e+00,1.54257e-01,1.71882e+00,2.09163e+00,3.20878e+00,3.34295e+00,9.10504e-01,1.08435e+00,3.33503e+00,6.11862e-01,2.06821e+00,1.32211e+00,6.87011e-01
2375,1.37280e+00,1.07114e-01,2.19446e+00,1.20015e+00,2.71478e+00,2.54315e+00,8.06039e-01,1.29082e+00,4.47534e-01,6.14447e-02,4.06826e-02,1.37286e-01,2.75557e+00
2376,1.40078e+00,1.46489e-01,9.12484e-01,3.39883e+00,5.84192e-02,4.20914e-01,1.12211e+00,1.07780e+00,2.87079e+00,2.16392e+00,1.61254e-01,1.53688e+00,8.31837e-01
2377,1.33967e+00,1.17880e-01,2.71594e+00,1.43077e-02,6.02912e-02,2.27876e+00,4.84194e-01,1.85259e+00,3.20165e+00,1.42747e+00,1.28091e+00,9.41647e-01,3.01554e+00
2378,1.49764e+00,4.09577e-02,2.16839e+00,1.84536e+00,2.97066e+00,1.03600e+00,2.50536e+00,3.06191e+00,1.57720e+00,1.52852e+00,1.37415e+00,2.94363e+00,1.89696e+00
2379,1.42897e+00,1.09337e-01,3.05277e-01,1.91845e+00,1.66478e+00,2.45681e-01,1.93794e+00,3.03856e+00,4.77404e-01,1.81462e+00,8.76154e-01,3.08287e+00,1.27529e-01
